id,Label,Easting,Northing,Reflectance,Band,Wavelength,Date,Projection
2130,20,399871.7438271605,4176880.9074074086,117,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2131,19,399332.26851851854,4176655.308641976,117,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2132,18,398939.9228395062,4176449.327160495,109,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2133,17,399508.8240740741,4176262.962962964,109,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2134,16,400273.89814814815,4176184.4938271614,108,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2135,15,401235.1450617284,4176233.5370370382,111,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2136,14,402088.4969135803,4176292.38888889,116,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2137,13,402686.8240740741,4176410.0925925937,122,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2138,12,403236.1080246914,4176410.0925925937,139,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2139,11,403294.9598765432,4175890.234567902,131,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2140,10,402755.48456790124,4175713.6790123465,119,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2141,9,402029.6450617284,4175595.975308643,115,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2142,8,401225.3364197531,4175645.0185185196,110,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2143,7,400528.9228395062,4175684.2530864207,111,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2144,6,400018.87345679017,4175811.7654321,107,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2145,5,399410.737654321,4175998.1296296306,107,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2146,4,401274.37962962966,4175262.4814814827,105,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2147,3,401980.60185185185,4175203.6296296306,117,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2148,2,402775.10185185185,4175252.672839507,129,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2149,1,403167.4475308642,4175448.8456790135,129,B2,0.482,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2150,44,398469.1080246914,4177832.3456790135,96,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2151,43,399145.9043209877,4178332.586419754,105,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2152,42,399567.67592592596,4178675.88888889,105,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2153,41,400322.9413580247,4179048.6172839515,113,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2154,40,401274.37962962966,4179274.216049384,123,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2155,38,402323.9043209877,4179303.6419753097,131,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2156,37,403088.97839506174,4178734.7407407416,134,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2157,36,402500.4598765432,4178597.4197530877,125,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2158,35,401647.1080246914,4178558.185185186,122,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2159,34,400960.5030864198,4178489.524691359,116,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2160,33,399920.7870370371,4178224.6913580257,118,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2161,32,399293.0339506173,4177851.962962964,110,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2162,31,398782.98456790124,4177528.277777779,112,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2163,30,398851.6450617284,4176792.6296296306,113,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2164,29,399704.9969135803,4177341.913580248,105,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2165,28,400538.7314814815,4177695.024691359,111,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2166,27,401274.37962962966,4177842.154320989,116,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2167,26,402176.77469135803,4177901.0061728405,124,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2168,25,402598.5462962963,4177930.4320987663,126,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2169,24,402853.5709876543,4177381.1481481493,150,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2170,23,401951.17592592596,4177175.166666668,125,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2171,22,401097.8240740741,4177126.123456791,119,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2172,21,400430.8364197531,4177096.697530865,115,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2173,20,399871.7438271605,4176880.9074074086,115,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2174,19,399332.26851851854,4176655.308641976,113,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2175,18,398939.9228395062,4176449.327160495,108,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2176,17,399508.8240740741,4176262.962962964,109,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2177,16,400273.89814814815,4176184.4938271614,108,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2178,15,401235.1450617284,4176233.5370370382,111,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2179,14,402088.4969135803,4176292.38888889,116,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2180,13,402686.8240740741,4176410.0925925937,123,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2181,12,403236.1080246914,4176410.0925925937,138,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2182,11,403294.9598765432,4175890.234567902,129,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2183,10,402755.48456790124,4175713.6790123465,117,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2184,9,402029.6450617284,4175595.975308643,115,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2185,8,401225.3364197531,4175645.0185185196,110,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2186,7,400528.9228395062,4175684.2530864207,111,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2187,6,400018.87345679017,4175811.7654321,106,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2188,5,399410.737654321,4175998.1296296306,107,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2189,4,401274.37962962966,4175262.4814814827,105,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2190,3,401980.60185185185,4175203.6296296306,117,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2191,2,402775.10185185185,4175252.672839507,127,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2192,1,403167.4475308642,4175448.8456790135,126,B1,0.443,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2193,44,398469.1080246914,4177832.3456790135,103,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2194,43,399145.9043209877,4178332.586419754,107,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2195,42,399567.67592592596,4178675.88888889,103,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2196,41,400322.9413580247,4179048.6172839515,111,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2197,40,401274.37962962966,4179274.216049384,123,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2198,38,402323.9043209877,4179303.6419753097,134,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2199,37,403088.97839506174,4178734.7407407416,137,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2200,36,402500.4598765432,4178597.4197530877,126,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2201,35,401647.1080246914,4178558.185185186,121,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2202,34,400960.5030864198,4178489.524691359,112,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2203,33,399920.7870370371,4178224.6913580257,120,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2204,32,399293.0339506173,4177851.962962964,110,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2205,31,398782.98456790124,4177528.277777779,108,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2206,30,398851.6450617284,4176792.6296296306,125,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2207,29,399704.9969135803,4177341.913580248,105,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2208,28,400538.7314814815,4177695.024691359,108,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2209,27,401274.37962962966,4177842.154320989,109,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2210,26,402176.77469135803,4177901.0061728405,120,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2211,25,402598.5462962963,4177930.4320987663,125,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2212,24,402853.5709876543,4177381.1481481493,143,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2213,23,401951.17592592596,4177175.166666668,124,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2214,22,401097.8240740741,4177126.123456791,115,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2215,21,400430.8364197531,4177096.697530865,113,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2216,20,399871.7438271605,4176880.9074074086,106,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2217,19,399332.26851851854,4176655.308641976,122,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2218,18,398939.9228395062,4176449.327160495,108,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2219,17,399508.8240740741,4176262.962962964,110,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2220,16,400273.89814814815,4176184.4938271614,108,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2221,15,401235.1450617284,4176233.5370370382,102,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2222,14,402088.4969135803,4176292.38888889,110,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2223,13,402686.8240740741,4176410.0925925937,118,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2224,12,403236.1080246914,4176410.0925925937,142,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2225,11,403294.9598765432,4175890.234567902,136,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2226,10,402755.48456790124,4175713.6790123465,114,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2227,9,402029.6450617284,4175595.975308643,111,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2228,8,401225.3364197531,4175645.0185185196,107,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2229,7,400528.9228395062,4175684.2530864207,106,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2230,6,400018.87345679017,4175811.7654321,109,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2231,5,399410.737654321,4175998.1296296306,110,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2232,4,401274.37962962966,4175262.4814814827,103,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2233,3,401980.60185185185,4175203.6296296306,112,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2234,2,402775.10185185185,4175252.672839507,132,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2235,1,403167.4475308642,4175448.8456790135,132,B6,1.6085,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2236,44,398469.1080246914,4177832.3456790135,93,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2237,43,399145.9043209877,4178332.586419754,98,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2238,42,399567.67592592596,4178675.88888889,93,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2239,41,400322.9413580247,4179048.6172839515,104,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2240,40,401274.37962962966,4179274.216049384,114,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2241,38,402323.9043209877,4179303.6419753097,122,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2242,37,403088.97839506174,4178734.7407407416,123,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2243,36,402500.4598765432,4178597.4197530877,114,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2244,35,401647.1080246914,4178558.185185186,111,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2245,34,400960.5030864198,4178489.524691359,102,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2246,33,399920.7870370371,4178224.6913580257,110,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2247,32,399293.0339506173,4177851.962962964,100,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2248,31,398782.98456790124,4177528.277777779,101,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2249,30,398851.6450617284,4176792.6296296306,111,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2250,29,399704.9969135803,4177341.913580248,94,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2251,28,400538.7314814815,4177695.024691359,98,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2252,27,401274.37962962966,4177842.154320989,99,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2253,26,402176.77469135803,4177901.0061728405,108,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2254,25,402598.5462962963,4177930.4320987663,114,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2255,24,402853.5709876543,4177381.1481481493,131,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2256,23,401951.17592592596,4177175.166666668,110,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2257,22,401097.8240740741,4177126.123456791,105,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2258,21,400430.8364197531,4177096.697530865,103,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2259,20,399871.7438271605,4176880.9074074086,99,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2260,19,399332.26851851854,4176655.308641976,110,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2261,18,398939.9228395062,4176449.327160495,99,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2262,17,399508.8240740741,4176262.962962964,101,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2263,16,400273.89814814815,4176184.4938271614,97,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2264,15,401235.1450617284,4176233.5370370382,95,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2265,14,402088.4969135803,4176292.38888889,100,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2266,13,402686.8240740741,4176410.0925925937,104,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2267,12,403236.1080246914,4176410.0925925937,122,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2268,11,403294.9598765432,4175890.234567902,119,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2269,10,402755.48456790124,4175713.6790123465,102,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2270,9,402029.6450617284,4175595.975308643,99,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2271,8,401225.3364197531,4175645.0185185196,95,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2272,7,400528.9228395062,4175684.2530864207,95,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2273,6,400018.87345679017,4175811.7654321,97,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2274,5,399410.737654321,4175998.1296296306,97,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2275,4,401274.37962962966,4175262.4814814827,93,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2276,3,401980.60185185185,4175203.6296296306,100,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2277,2,402775.10185185185,4175252.672839507,120,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2278,1,403167.4475308642,4175448.8456790135,117,B5,0.865,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2279,44,398469.1080246914,4177832.3456790135,111,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2280,43,399145.9043209877,4178332.586419754,116,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2281,42,399567.67592592596,4178675.88888889,114,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2282,41,400322.9413580247,4179048.6172839515,123,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2283,40,401274.37962962966,4179274.216049384,137,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2284,38,402323.9043209877,4179303.6419753097,149,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2285,37,403088.97839506174,4178734.7407407416,151,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2286,36,402500.4598765432,4178597.4197530877,140,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2287,35,401647.1080246914,4178558.185185186,134,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2288,34,400960.5030864198,4178489.524691359,126,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2289,33,399920.7870370371,4178224.6913580257,131,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2290,32,399293.0339506173,4177851.962962964,120,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2291,31,398782.98456790124,4177528.277777779,117,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2292,30,398851.6450617284,4176792.6296296306,134,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2293,29,399704.9969135803,4177341.913580248,116,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2294,28,400538.7314814815,4177695.024691359,119,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2295,27,401274.37962962966,4177842.154320989,123,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2296,26,402176.77469135803,4177901.0061728405,136,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2297,25,402598.5462962963,4177930.4320987663,138,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2298,24,402853.5709876543,4177381.1481481493,161,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2299,23,401951.17592592596,4177175.166666668,136,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2300,22,401097.8240740741,4177126.123456791,127,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2301,21,400430.8364197531,4177096.697530865,124,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2302,20,399871.7438271605,4176880.9074074086,117,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2303,19,399332.26851851854,4176655.308641976,131,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2304,18,398939.9228395062,4176449.327160495,118,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2305,17,399508.8240740741,4176262.962962964,121,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2306,16,400273.89814814815,4176184.4938271614,119,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2307,15,401235.1450617284,4176233.5370370382,113,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2308,14,402088.4969135803,4176292.38888889,123,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2309,13,402686.8240740741,4176410.0925925937,129,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2310,12,403236.1080246914,4176410.0925925937,158,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2311,11,403294.9598765432,4175890.234567902,149,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2312,10,402755.48456790124,4175713.6790123465,127,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2313,9,402029.6450617284,4175595.975308643,125,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2314,8,401225.3364197531,4175645.0185185196,120,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2315,7,400528.9228395062,4175684.2530864207,119,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2316,6,400018.87345679017,4175811.7654321,120,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2317,5,399410.737654321,4175998.1296296306,122,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2318,4,401274.37962962966,4175262.4814814827,115,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2319,3,401980.60185185185,4175203.6296296306,126,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2320,2,402775.10185185185,4175252.672839507,142,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2321,1,403167.4475308642,4175448.8456790135,143,B7,2.2005,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2322,44,398469.1080246914,4177832.3456790135,98,B3,0.5615,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2323,43,399145.9043209877,4178332.586419754,106,B3,0.5615,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2324,42,399567.67592592596,4178675.88888889,103,B3,0.5615,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
2325,41,400322.9413580247,4179048.6172839515,114,B3,0.5615,2016-09-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
